source_pdf,ประเภทเอกสาร,is_bch,หน่วยเลือกตั้งที่,หน่วยเลือกตั้งที่(ตัวเลขดิบ),หน่วยเลือกตั้งที่(ตัวอักษร),หน่วยเลือกตั้งที่_from_path,หน่วยเลือกตั้งที่_decision,หมู่ที่,หมู่ที่(ตัวเลขดิบ),หมู่ที่(ตัวอักษร),หมู่ที่_from_path,หมู่ที่_decision,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,จำนวนผู้มีสิทธิ,จำนวนผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,match_score_ตำบล,match_score_อำเภอ
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,27,27,,2,numeric_only,2.0,2,,,numeric_only,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,402.0,282.0,277.0,15.0,15.0,100,100.0
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,แบ่งเขต,False,16,16,,2,numeric_only,16.0,16,,,numeric_only,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,408.0,282.0,265.0,8.0,9.0,100,100.0
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,13,13,,13,numeric_only,12.0,12,,,numeric_only,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,276.0,203.0,177.0,23.0,3.0,100,100.0
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,แบ่งเขต,False,13,13,,13,numeric_only,12.0,12,,,numeric_only,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,246.0,203.0,183.0,18.0,2.0,100,100.0
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,4,4,,4,numeric_only,4.0,4,,,numeric_only,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,410.0,299.0,271.0,18.0,10.0,100,100.0
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,แบ่งเขต,False,4,4,,4,numeric_only,4.0,4,,,numeric_only,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,410.0,299.0,284.0,9.0,6.0,100,100.0
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,510.0,407.0,371.0,25.0,8.0,100,100.0
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,แบ่งเขต,False,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,540.0,407.0,380.0,10.0,17.0,100,100.0
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,10,10,,10,numeric_only,7.0,7,,,numeric_only,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,220.0,153.0,146.0,7.0,,100,100.0
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,แบ่งเขต,False,10,10,,10,numeric_only,,,,,missing,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,,,,,,100,100.0
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,11,11,,11,numeric_only,10.0,10,,,numeric_only,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,242.0,201.0,185.0,12.0,4.0,100,100.0
อำเภอแม่อาย/ตำบลสันต้นหมื้อ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,แบ่งเขต,False,11,11,,11,numeric_only,10.0,10,,,numeric_only,ตำบลสันต้นหมื้อ,อำเภอแม่อาย,242.0,201.0,186.0,5.0,7.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,1,1,,9,numeric_only,5.0,5,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,369.0,249.0,218.0,26.0,5.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,แบ่งเขต,False,9,9,,9,numeric_only,8.0,8,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,327.0,249.0,234.0,12.0,3.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,5,5,,5,numeric_only,4.0,4,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,378.0,242.0,223.0,5.0,14.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,แบ่งเขต,False,9,9,,5,numeric_only,4.0,4,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,378.0,242.0,223.0,5.0,14.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,8,8,,4,numeric_only,8.0,8,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,377.0,241.0,207.0,21.0,13.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,แบ่งเขต,False,4,4,,4,numeric_only,4.0,4,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,377.0,241.0,211.0,15.0,15.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,8,8,,8,numeric_only,5.0,5,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,609.0,448.0,398.0,52.0,18.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,แบ่งเขต,False,8,8,,8,numeric_only,7.0,7,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,609.0,418.0,416.0,21.0,11.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,6,6,,6,numeric_only,5.0,5,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,387.0,259.0,235.0,20.0,4.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,แบ่งเขต,False,6,6,,6,numeric_only,5.0,5,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,358.0,259.0,246.0,10.0,3.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,7,7,,7,numeric_only,6.0,6,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,286.0,230.0,215.0,10.0,4.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,แบ่งเขต,False,7,7,,7,numeric_only,2.0,2,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,286.0,230.0,220.0,8.0,2.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,11,11,,3,numeric_only,1.0,1,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,432.0,291.0,265.0,17.0,9.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,แบ่งเขต,False,3,3,,3,numeric_only,3.0,3,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,432.0,291.0,275.0,8.0,8.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,16,16,,12,numeric_only,11.0,11,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,248.0,189.0,169.0,15.0,5.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,แบ่งเขต,False,12,12,,12,numeric_only,11.0,11,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,248.0,189.0,176.0,7.0,6.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,10,10,,10,numeric_only,5.0,5,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,301.0,185.0,162.0,13.0,10.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,แบ่งเขต,False,10,10,,10,numeric_only,8.0,8,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,301.0,185.0,170.0,10.0,5.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,2,2,,2,numeric_only,2.0,2,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,316.0,211.0,186.0,19.0,2.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,แบ่งเขต,False,2,2,,2,numeric_only,2.0,2,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,316.0,211.0,196.0,9.0,6.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,11,11,,11,numeric_only,10.0,10,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,339.0,234.0,212.0,21.0,1.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,แบ่งเขต,False,11,11,,11,numeric_only,10.0,10,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,378.0,234.0,219.0,7.0,8.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,573.0,409.0,376.0,22.0,20.0,100,100.0
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,แบ่งเขต,False,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลแม่อาย,ทต.แม่อาย,573.0,409.0,377.0,18.0,14.0,100,100.0
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,20,20,,20,numeric_only,9.0,9,,,numeric_only,ตำบลมะลิกา,ทต.แม่อาย,235.0,183.0,167.0,13.0,3.0,100,100.0
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,แบ่งเขต,False,20,20,,20,numeric_only,9.0,9,,,numeric_only,ตำบลมะลิกา,ทต.แม่อาย,235.0,183.0,170.0,11.0,2.0,100,100.0
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,19,19,,19,numeric_only,8.0,8,,,numeric_only,ตำบลมะลิกา,ทต.แม่อาย,454.0,295.0,259.0,12.0,24.0,100,100.0
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,แบ่งเขต,False,19,19,,19,numeric_only,8.0,8,,,numeric_only,ตำบลมะลิกา,ทต.แม่อาย,454.0,295.0,279.0,7.0,9.0,100,100.0
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 18/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,18,18,,18,numeric_only,7.0,7,,,numeric_only,ตำบลมะลิกา,ทต.แม่อาย,398.0,270.0,238.0,20.0,12.0,100,100.0
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 18/สส. 5ทับ18.pdf,แบ่งเขต,False,18,18,,18,numeric_only,,,,,missing,ตำบลมะลิกา,ทต.แม่อาย,,,,,,100,100.0
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,21,21,,21,numeric_only,10.0,10,,,numeric_only,ตำบลมะลิกา,ทต.แม่อาย,283.0,184.0,158.0,19.0,7.0,100,100.0
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,แบ่งเขต,False,21,21,,21,numeric_only,10.0,10,,,numeric_only,ตำบลมะลิกา,ทต.แม่อาย,283.0,184.0,171.0,7.0,6.0,100,100.0
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,17,17,,17,numeric_only,6.0,6,,,numeric_only,ตำบลมะลิกา,ทต.แม่อาย,406.0,268.0,233.0,23.0,12.0,100,100.0
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,แบ่งเขต,False,17,17,,17,numeric_only,6.0,6,,,numeric_only,ตำบลมะลิกา,ทต.แม่อาย,406.0,268.0,254.0,6.0,8.0,100,100.0
