source_pdf,หน่วยเลือกตั้งที่,หมู่ที่,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,จำนวนผู้มีสิทธิ,จำนวนผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หมายเลขผู้สมัคร,ชื่อผู้สมัคร,สังกัดพรรคการเมือง,จำนวนคะแนนที่ได้,จำนวนคะแนนที่ได้(ตัวเลขดิบ),จำนวนที่ได้(ตัวอักษร),จำนวนคะแนนที่ได้_decision
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 15/สส. 5ทับ18.pdf,15,14.0,ตำบลแม่สาว,อำเภอแม่อาย,456.0,311.0,322.0,14.0,5.0,4.0,นายสันติ ตันสุข,ก้าวอิสระ,1.0,1,หนึ่งคะแนน,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 15/สส. 5ทับ18.pdf,15,14.0,ตำบลแม่สาว,อำเภอแม่อาย,456.0,311.0,322.0,14.0,5.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,99.0,99,เก้าสิบเก้าคะแนน,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 15/สส. 5ทับ18.pdf,15,14.0,ตำบลแม่สาว,อำเภอแม่อาย,456.0,311.0,322.0,14.0,5.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,51.0,51,ห้าสิบเอ็ดคะแนน,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 15/สส. 5ทับ18.pdf,15,14.0,ตำบลแม่สาว,อำเภอแม่อาย,456.0,311.0,322.0,14.0,5.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,96.0,96,เก้าสิบหกคะแนน,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 15/สส. 5ทับ18.pdf,15,14.0,ตำบลแม่สาว,อำเภอแม่อาย,456.0,311.0,322.0,14.0,5.0,8.0,นายพิสิษฐ์ อุปนันท์,เศรษฐกิจ,2.0,2,สองคะแนน,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 15/สส. 5ทับ18.pdf,15,14.0,ตำบลแม่สาว,อำเภอแม่อาย,456.0,311.0,322.0,14.0,5.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,1.0,1,หนึ่งคะแนน,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,17,16.0,ตำบลแม่สาว,อำเภอแม่อาย,377.0,246.0,228.0,9.0,9.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,10.0,10,สิบ,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,17,16.0,ตำบลแม่สาว,อำเภอแม่อาย,377.0,246.0,228.0,9.0,9.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,37.0,37,สามสิบเจ็ด,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,17,16.0,ตำบลแม่สาว,อำเภอแม่อาย,377.0,246.0,228.0,9.0,9.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2.0,2,สอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,17,16.0,ตำบลแม่สาว,อำเภอแม่อาย,377.0,246.0,228.0,9.0,9.0,4.0,นายสันติ ตันสุขหิร,ก้าวอิสระ,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,17,16.0,ตำบลแม่สาว,อำเภอแม่อาย,377.0,246.0,228.0,9.0,9.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,82.0,82,แปดสิบสอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,17,16.0,ตำบลแม่สาว,อำเภอแม่อาย,377.0,246.0,228.0,9.0,9.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,48.0,48,สี่สิบแปด,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,17,16.0,ตำบลแม่สาว,อำเภอแม่อาย,377.0,246.0,228.0,9.0,9.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,44.0,44,สี่สิบสี่,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,17,16.0,ตำบลแม่สาว,อำเภอแม่อาย,377.0,246.0,228.0,9.0,9.0,8.0,นายพิสิณฑ์ อุปนันท์,เศรษฐกิจ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,17,16.0,ตำบลแม่สาว,อำเภอแม่อาย,377.0,246.0,228.0,9.0,9.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,4.0,4,สี่,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,13,12.0,ตำบลแม่สาว,อำเภอแม่อาย,193.0,147.0,147.0,141.0,1.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,0.0,0,-,numeric_only
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,13,12.0,ตำบลแม่สาว,อำเภอแม่อาย,193.0,147.0,147.0,141.0,1.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,13.0,13,สิบสาม,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,13,12.0,ตำบลแม่สาว,อำเภอแม่อาย,193.0,147.0,147.0,141.0,1.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,13,12.0,ตำบลแม่สาว,อำเภอแม่อาย,193.0,147.0,147.0,141.0,1.0,4.0,นายสันติ ตันสุขขี,ก้าวอิสระ,0.0,0,-,numeric_only
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,13,12.0,ตำบลแม่สาว,อำเภอแม่อาย,193.0,147.0,147.0,141.0,1.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,38.0,38,สามสิบแปด,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,13,12.0,ตำบลแม่สาว,อำเภอแม่อาย,193.0,147.0,147.0,141.0,1.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,31.0,31,สามสิบเอ็ด,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,13,12.0,ตำบลแม่สาว,อำเภอแม่อาย,193.0,147.0,147.0,141.0,1.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,57.0,57,ห้าสิบเจ็ด,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,13,12.0,ตำบลแม่สาว,อำเภอแม่อาย,193.0,147.0,147.0,141.0,1.0,8.0,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,0.0,0,-,numeric_only
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,13,12.0,ตำบลแม่สาว,อำเภอแม่อาย,193.0,147.0,147.0,141.0,1.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,9.0,ตำบลแม่สาว,อำเภอแม่อาย,200.0,139.0,126.0,6.0,7.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,6.0,6,หก,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,9.0,ตำบลแม่สาว,อำเภอแม่อาย,200.0,139.0,126.0,6.0,7.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,29.0,29,ยี่สิบเก้า,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,9.0,ตำบลแม่สาว,อำเภอแม่อาย,200.0,139.0,126.0,6.0,7.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,9.0,ตำบลแม่สาว,อำเภอแม่อาย,200.0,139.0,126.0,6.0,7.0,4.0,นายสันติ ตันสุขหัช,ก้าวอิสระ,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,9.0,ตำบลแม่สาว,อำเภอแม่อาย,200.0,139.0,126.0,6.0,7.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,34.0,34,สามสิบสี่,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,9.0,ตำบลแม่สาว,อำเภอแม่อาย,200.0,139.0,126.0,6.0,7.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,16.0,16,สิบหก,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,9.0,ตำบลแม่สาว,อำเภอแม่อาย,200.0,139.0,126.0,6.0,7.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,39.0,39,สามสิบเก้า,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,9.0,ตำบลแม่สาว,อำเภอแม่อาย,200.0,139.0,126.0,6.0,7.0,8.0,นายพิสิณฑ์ อุปนันท์,เศรษฐกิจ,2.0,2,สอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,10,9.0,ตำบลแม่สาว,อำเภอแม่อาย,200.0,139.0,126.0,6.0,7.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,12,11.0,ตำบลแม่สาว,อำเภอแม่อาย,625.0,403.0,368.0,22.0,13.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,7.0,7,เจ็ด,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่สาว/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,12,11.0,ตำบลแม่สาว,อำเภอแม่อาย,625.0,403.0,368.0,22.0,13.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,87.0,87,แปดสิบเจ็ด,numeric_text_agree
